year,week,team,temperature
2020,Week 8,Broncos,66
2020,Week 8,49ers,55
2020,Week 8,Seahawks,55
2020,Week 8,Saints,38
2020,Week 8,Bears,38
2020,Week 8,Cowboys,50
2020,Week 8,Eagles,50
2020,Week 8,Buccaneers,39
2020,Week 8,Giants,39
2020,Week 9,Packers,76
2020,Week 9,49ers,76
2020,Week 9,Giants,68
2020,Week 9,Washington,68
2020,Week 9,Bears,74
2020,Week 9,Titans,74
2020,Week 9,Lions,65
2020,Week 9,Vikings,65
2020,Week 9,Panthers,68
2020,Week 9,Chiefs,68
2020,Week 9,Texans,80
2020,Week 9,Jaguars,80
2020,Week 9,Ravens,71
2020,Week 9,Colts,71
2020,Week 9,Seahawks,65
2020,Week 9,Bills,65
2020,Week 9,Broncos,70
2020,Week 9,Falcons,70
2020,Week 9,Raiders,62
2020,Week 9,Chargers,62
2020,Week 9,Steelers,73
2020,Week 9,Cowboys,73
2020,Week 9,Dolphins,63
2020,Week 9,Cardinals,63
2020,Week 9,Saints,77
2020,Week 9,Buccaneers,77
2020,Week 9,Patriots,60
2020,Week 9,Jets,60
2020,Week 10,Colts,52
2020,Week 10,Titans,52
2020,Week 10,Eagles,55
2020,Week 10,Giants,55
2020,Week 10,Jaguars,37
2020,Week 10,Packers,37
2020,Week 10,Washington,53
2020,Week 10,Lions,53
2020,Week 10,Texans,59
2020,Week 10,Browns,59
2020,Week 10,Buccaneers,66
2020,Week 10,Panthers,66
2020,Week 10,Chargers,83
2020,Week 10,Dolphins,83
2020,Week 10,Broncos,62
2020,Week 10,Raiders,62
2020,Week 10,Bills,76
2020,Week 10,Cardinals,76
2020,Week 10,Bengals,56
2020,Week 10,Steelers,56
2020,Week 10,49ers,75
2020,Week 10,Saints,75
2020,Week 10,Seahawks,81
2020,Week 10,Rams,81
2020,Week 10,Ravens,50
2020,Week 10,Patriots,50
2020,Week 10,Vikings,43
2020,Week 10,Bears,43
2020,Week 11,Cardinals,47
2020,Week 11,Seahawks,47
2020,Week 11,Bengals,54
2020,Week 11,Washington,54
2020,Week 11,Falcons,71
2020,Week 11,Saints,71
2020,Week 11,Steelers,71
2020,Week 11,Jaguars,71
2020,Week 11,Patriots,74
2020,Week 11,Texans,74
2020,Week 11,Eagles,37
2020,Week 11,Browns,37
2020,Week 11,Lions,61
2020,Week 11,Panthers,61
2020,Week 11,Titans,51
2020,Week 11,Ravens,51
2020,Week 11,Jets,69
2020,Week 11,Chargers,69
2020,Week 11,Dolphins,44
2020,Week 11,Broncos,44
2020,Week 11,Packers,38
2020,Week 11,Colts,38
2020,Week 11,Cowboys,39
2020,Week 11,Vikings,39
2020,Week 11,Chiefs,65
2020,Week 11,Raiders,65
2020,Week 11,Rams,69
2020,Week 11,Buccaneers,69
2020,Week 12,Texans,46
2020,Week 12,Lions,46
2020,Week 12,Washington,71
2020,Week 12,Cowboys,71
2020,Week 12,Dolphins,51
2020,Week 12,Jets,51
2020,Week 12,Cardinals,49
2020,Week 12,Patriots,49
2020,Week 12,Panthers,34
2020,Week 12,Vikings,34
2020,Week 12,Browns,68
2020,Week 12,Jaguars,68
2020,Week 12,Titans,46
2020,Week 12,Colts,46
2020,Week 12,Giants,46
2020,Week 12,Bengals,46
2020,Week 12,Chargers,46
2020,Week 12,Bills,46
2020,Week 12,Raiders,54
2020,Week 12,Falcons,54
2020,Week 12,49ers,73
2020,Week 12,Rams,73
2020,Week 12,Saints,38
2020,Week 12,Broncos,38
2020,Week 12,Chiefs,80
2020,Week 12,Buccaneers,80
2020,Week 12,Bears,35
2020,Week 12,Packers,35
2020,Week 12,Seahawks,60
2020,Week 12,Eagles,60
2020,Week 12,Ravens,37
2020,Week 12,Steelers,37
2020,Week 13,Browns,47
2020,Week 13,Titans,47
2020,Week 13,Raiders,39
2020,Week 13,Jets,39
2020,Week 13,Jaguars,32
2020,Week 13,Vikings,32
2020,Week 13,Bengals,80
2020,Week 13,Dolphins,80
2020,Week 13,Colts,54
2020,Week 13,Texans,54
2020,Week 13,Lions,35
2020,Week 13,Bears,35
2020,Week 13,Saints,51
2020,Week 13,Falcons,51
2020,Week 13,Giants,51
2020,Week 13,Seahawks,51
2020,Week 13,Rams,67
2020,Week 13,Cardinals,67
2020,Week 13,Patriots,70
2020,Week 13,Chargers,70
2020,Week 13,Eagles,34
2020,Week 13,Packers,34
2020,Week 13,Broncos,38
2020,Week 13,Chiefs,38
2020,Week 13,Washington,33
2020,Week 13,Steelers,33
2020,Week 13,Bills,68
2020,Week 13,49ers,68
2020,Week 13,Cowboys,37
2020,Week 13,Ravens,37
2020,Week 14,Patriots,60
2020,Week 14,Rams,60
2020,Week 14,Vikings,75
2020,Week 14,Buccaneers,75
2020,Week 14,Cardinals,59
2020,Week 14,Giants,59
2020,Week 14,Chiefs,80
2020,Week 14,Dolphins,80
2020,Week 14,Titans,66
2020,Week 14,Jaguars,66
2020,Week 14,Cowboys,44
2020,Week 14,Bengals,44
2020,Week 14,Texans,30
2020,Week 14,Bears,30
2020,Week 14,Broncos,64
2020,Week 14,Panthers,64
2020,Week 14,Jets,41
2020,Week 14,Seahawks,41
2020,Week 14,Colts,46
2020,Week 14,Raiders,46
2020,Week 14,Packers,35
2020,Week 14,Lions,35
2020,Week 14,Washington,58
2020,Week 14,49ers,58
2020,Week 14,Saints,56
2020,Week 14,Eagles,56
2020,Week 14,Falcons,68
2020,Week 14,Chargers,68
2020,Week 14,Steelers,31
2020,Week 14,Bills,31
2020,Week 14,Ravens,34
2020,Week 14,Browns,34
2020,Week 15,Chargers,58
2020,Week 15,Raiders,58
2020,Week 15,Bills,46
2020,Week 15,Broncos,46
2020,Week 15,Panthers,30
2020,Week 15,Packers,30
2020,Week 15,Seahawks,40
2020,Week 15,Washington,40
2020,Week 15,Bears,31
2020,Week 15,Vikings,31
2020,Week 15,Patriots,79
2020,Week 15,Dolphins,79
2020,Week 15,Jaguars,41
2020,Week 15,Ravens,41
2020,Week 15,Buccaneers,52
2020,Week 15,Falcons,52
2020,Week 15,49ers,52
2020,Week 15,Cowboys,52
2020,Week 15,Lions,45
2020,Week 15,Titans,45
2020,Week 15,Texans,36
2020,Week 15,Colts,36
2020,Week 15,Eagles,63
2020,Week 15,Cardinals,63
2020,Week 15,Jets,75
2020,Week 15,Rams,75
2020,Week 15,Chiefs,62
2020,Week 15,Saints,62
2020,Week 15,Browns,34
2020,Week 15,Giants,34
2020,Week 15,Steelers,43
2020,Week 15,Bengals,43
2020,Week 16,Vikings,50
2020,Week 16,Saints,50
2020,Week 16,Buccaneers,23
2020,Week 16,Lions,23
2020,Week 16,49ers,66
2020,Week 16,Cardinals,66
2020,Week 16,Dolphins,52
2020,Week 16,Raiders,52
2020,Week 16,Panthers,36
2020,Week 16,Washington,36
2020,Week 16,Colts,59
2020,Week 16,Steelers,59
2020,Week 16,Falcons,49
2020,Week 16,Chiefs,49
2020,Week 16,Bears,54
2020,Week 16,Jaguars,54
2020,Week 16,Bengals,67
2020,Week 16,Texans,67
2020,Week 16,Giants,34
2020,Week 16,Ravens,34
2020,Week 16,Browns,34
2020,Week 16,Jets,34
2020,Week 16,Broncos,59
2020,Week 16,Chargers,59
2020,Week 16,Rams,46
2020,Week 16,Seahawks,46
2020,Week 16,Eagles,74
2020,Week 16,Cowboys,74
2020,Week 16,Titans,27
2020,Week 16,Packers,27
2020,Week 16,Bills,41
2020,Week 16,Patriots,41
2020,Wild Card,Colts,28
2020,Wild Card,Bills,28
2020,Wild Card,Rams,41
2020,Wild Card,Seahawks,41
2020,Wild Card,Buccaneers,38
2020,Wild Card,Washington,38
2020,Wild Card,Ravens,31
2020,Wild Card,Titans,31
2020,Wild Card,Bears,43
2020,Wild Card,Saints,43
2020,Wild Card,Browns,33
2020,Wild Card,Steelers,33
2020,Divisional Round,Rams,33
2020,Divisional Round,Packers,33
2020,Divisional Round,Ravens,30
2020,Divisional Round,Bills,30
2020,Divisional Round,Browns,39
2020,Divisional Round,Chiefs,39
2020,Divisional Round,Buccaneers,61
2020,Divisional Round,Saints,61
2020,Conference Championship,Chiefs,73
2020,Conference Championship,Eagles,73
2020,Super Bowl,Chiefs,66
2020,Super Bowl,Buccaneers,66
2021,Week 1,Cowboys,80
2021,Week 1,Buccaneers,80
2021,Week 1,Eagles,80
2021,Week 1,Falcons,80
2021,Week 1,Steelers,72
2021,Week 1,Bills,72
2021,Week 1,Vikings,82
2021,Week 1,Bengals,82
2021,Week 1,49ers,80
2021,Week 1,Lions,80
2021,Week 1,Cardinals,82
2021,Week 1,Titans,82
2021,Week 1,Seahawks,82
2021,Week 1,Colts,82
2021,Week 1,Chargers,82
2021,Week 1,Washington,82
2021,Week 1,Jets,82
2021,Week 1,Panthers,82
2021,Week 1,Jaguars,87
2021,Week 1,Texans,87
2021,Week 1,Browns,88
2021,Week 1,Chiefs,88
2021,Week 1,Dolphins,78
2021,Week 1,Patriots,78
2021,Week 1,Packers,84
2021,Week 1,Saints,84
2021,Week 1,Broncos,82
2021,Week 1,Giants,82
2021,Week 1,Bears,75
2021,Week 1,Rams,75
2021,Week 1,Ravens,100
2021,Week 1,Raiders,100
2021,Week 2,Giants,72
2021,Week 2,Washington,72
2021,Week 2,Bengals,80
2021,Week 2,Bears,80
2021,Week 2,Texans,75
2021,Week 2,Browns,75
2021,Week 2,Rams,84
2021,Week 2,Colts,84
2021,Week 2,Bills,88
2021,Week 2,Dolphins,88
2021,Week 2,Patriots,75
2021,Week 2,Jets,75
2021,Week 2,49ers,76
2021,Week 2,Eagles,76
2021,Week 2,Raiders,79
2021,Week 2,Steelers,79
2021,Week 2,Saints,85
2021,Week 2,Panthers,85
2021,Week 2,Broncos,80
2021,Week 2,Jaguars,80
2021,Week 2,Vikings,95
2021,Week 2,Cardinals,95
2021,Week 2,Falcons,86
2021,Week 2,Buccaneers,86
2021,Week 2,Cowboys,72
2021,Week 2,Chargers,72
2021,Week 2,Titans,62
2021,Week 2,Seahawks,62
2021,Week 2,Chiefs,72
2021,Week 2,Ravens,72
2021,Week 2,Lions,72
2021,Week 2,Packers,72
2021,Week 3,Panthers,77
2021,Week 3,Texans,77
2021,Week 3,Washington,61
2021,Week 3,Bills,61
2021,Week 3,Bears,71
2021,Week 3,Browns,71
2021,Week 3,Ravens,65
2021,Week 3,Lions,65
2021,Week 3,Colts,72
2021,Week 3,Titans,72
2021,Week 3,Chargers,79
2021,Week 3,Chiefs,79
2021,Week 3,Saints,72
2021,Week 3,Patriots,72
2021,Week 3,Falcons,70
2021,Week 3,Giants,70
2021,Week 3,Bengals,69
2021,Week 3,Steelers,69
2021,Week 3,Cardinals,82
2021,Week 3,Jaguars,82
2021,Week 3,Jets,87
2021,Week 3,Broncos,87
2021,Week 3,Dolphins,87
2021,Week 3,Raiders,87
2021,Week 3,Buccaneers,66
2021,Week 3,Rams,66
2021,Week 3,Seahawks,78
2021,Week 3,Vikings,78
2021,Week 3,Packers,66
2021,Week 3,49ers,66
2021,Week 3,Eagles,84
2021,Week 3,Cowboys,84
2021,Week 4,Jaguars,69
2021,Week 4,Bengals,69
2021,Week 4,Washington,75
2021,Week 4,Falcons,75
2021,Week 4,Texans,63
2021,Week 4,Bills,63
2021,Week 4,Lions,71
2021,Week 4,Bears,71
2021,Week 4,Panthers,80
2021,Week 4,Cowboys,80
2021,Week 4,Colts,85
2021,Week 4,Dolphins,85
2021,Week 4,Browns,64
2021,Week 4,Vikings,64
2021,Week 4,Giants,83
2021,Week 4,Saints,83
2021,Week 4,Titans,77
2021,Week 4,Jets,77
2021,Week 4,Chiefs,76
2021,Week 4,Eagles,76
2021,Week 4,Cardinals,91
2021,Week 4,Rams,91
2021,Week 4,Seahawks,87
2021,Week 4,49ers,87
2021,Week 4,Ravens,76
2021,Week 4,Broncos,76
2021,Week 4,Steelers,67
2021,Week 4,Packers,67
2021,Week 4,Buccaneers,60
2021,Week 4,Patriots,60
2021,Week 4,Raiders,74
2021,Week 4,Chargers,74
2021,Week 5,Rams,55
2021,Week 5,Seahawks,55
2021,Week 5,Jets,63
2021,Week 5,Falcons,63
2021,Week 5,Packers,78
2021,Week 5,Bengals,78
2021,Week 5,Lions,67
2021,Week 5,Vikings,67
2021,Week 5,Broncos,73
2021,Week 5,Steelers,73
2021,Week 5,Dolphins,84
2021,Week 5,Buccaneers,84
2021,Week 5,Saints,70
2021,Week 5,Washington,70
2021,Week 5,Eagles,74
2021,Week 5,Panthers,74
2021,Week 5,Titans,78
2021,Week 5,Jaguars,78
2021,Week 5,Patriots,86
2021,Week 5,Texans,86
2021,Week 5,Bears,73
2021,Week 5,Raiders,73
2021,Week 5,Browns,76
2021,Week 5,Chargers,76
2021,Week 5,Giants,88
2021,Week 5,Cowboys,88
2021,Week 5,49ers,82
2021,Week 5,Cardinals,82
2021,Week 5,Bills,69
2021,Week 5,Chiefs,69
2021,Week 5,Colts,67
2021,Week 5,Ravens,67
2021,Week 6,Buccaneers,70
2021,Week 6,Eagles,70
2021,Week 6,Dolphins,61
2021,Week 6,Jaguars,61
2021,Week 6,Packers,60
2021,Week 6,Bears,60
2021,Week 6,Bengals,58
2021,Week 6,Lions,58
2021,Week 6,Texans,59
2021,Week 6,Colts,59
2021,Week 6,Rams,62
2021,Week 6,Giants,62
2021,Week 6,Chiefs,61
2021,Week 6,Washington,61
2021,Week 6,Vikings,63
2021,Week 6,Panthers,63
2021,Week 6,Chargers,62
2021,Week 6,Ravens,62
2021,Week 6,Cardinals,59
2021,Week 6,Browns,59
2021,Week 6,Raiders,72
2021,Week 6,Broncos,72
2021,Week 6,Cowboys,61
2021,Week 6,Patriots,61
2021,Week 6,Seahawks,51
2021,Week 6,Steelers,51
2021,Week 6,Bills,61
2021,Week 6,Titans,61
2021,Week 7,Broncos,57
2021,Week 7,Browns,57
2021,Week 7,Washington,49
2021,Week 7,Packers,49
2021,Week 7,Chiefs,74
2021,Week 7,Titans,74
2021,Week 7,Falcons,84
2021,Week 7,Dolphins,84
2021,Week 7,Jets,55
2021,Week 7,Patriots,55
2021,Week 7,Panthers,58
2021,Week 7,Giants,58
2021,Week 7,Bengals,61
2021,Week 7,Ravens,61
2021,Week 7,Eagles,71
2021,Week 7,Raiders,71
2021,Week 7,Lions,68
2021,Week 7,Rams,68
2021,Week 7,Texans,84
2021,Week 7,Cardinals,84
2021,Week 7,Bears,83
2021,Week 7,Buccaneers,83
2021,Week 7,Colts,62
2021,Week 7,49ers,62
2021,Week 7,Saints,53
2021,Week 7,Seahawks,53
2021,Week 8,Packers,84
2021,Week 8,Cardinals,84
2021,Week 8,Panthers,58
2021,Week 8,Falcons,58
2021,Week 8,Dolphins,46
2021,Week 8,Bills,46
2021,Week 8,49ers,53
2021,Week 8,Bears,53
2021,Week 8,Steelers,57
2021,Week 8,Browns,57
2021,Week 8,Eagles,55
2021,Week 8,Lions,55
2021,Week 8,Titans,58
2021,Week 8,Colts,58
2021,Week 8,Bengals,62
2021,Week 8,Jets,62
2021,Week 8,Rams,74
2021,Week 8,Texans,74
2021,Week 8,Patriots,63
2021,Week 8,Chargers,63
2021,Week 8,Jaguars,55
2021,Week 8,Seahawks,55
2021,Week 8,Washington,42
2021,Week 8,Broncos,42
2021,Week 8,Buccaneers,73
2021,Week 8,Saints,73
2021,Week 8,Cowboys,41
2021,Week 8,Vikings,41
2021,Week 8,Giants,40
2021,Week 8,Chiefs,40
2021,Week 9,Jets,42
2021,Week 9,Colts,42
2021,Week 9,Browns,54
2021,Week 9,Bengals,54
2021,Week 9,Broncos,64
2021,Week 9,Cowboys,64
2021,Week 9,Texans,69
2021,Week 9,Dolphins,69
2021,Week 9,Falcons,62
2021,Week 9,Saints,62
2021,Week 9,Raiders,53
2021,Week 9,Giants,53
2021,Week 9,Bills,58
2021,Week 9,Jaguars,58
2021,Week 9,Vikings,53
2021,Week 9,Ravens,53
2021,Week 9,Patriots,60
2021,Week 9,Panthers,60
2021,Week 9,Chargers,54
2021,Week 9,Eagles,54
2021,Week 9,Packers,68
2021,Week 9,Chiefs,68
2021,Week 9,Cardinals,61
2021,Week 9,49ers,61
2021,Week 9,Titans,60
2021,Week 9,Rams,60
2021,Week 9,Bears,58
2021,Week 9,Steelers,58
2021,Week 10,Ravens,76
2021,Week 10,Dolphins,76
2021,Week 10,Falcons,63
2021,Week 10,Cowboys,63
2021,Week 10,Saints,52
2021,Week 10,Titans,52
2021,Week 10,Jaguars,36
2021,Week 10,Colts,36
2021,Week 10,Browns,48
2021,Week 10,Patriots,48
2021,Week 10,Bills,46
2021,Week 10,Jets,46
2021,Week 10,Lions,38
2021,Week 10,Steelers,38
2021,Week 10,Buccaneers,45
2021,Week 10,Washington,45
2021,Week 10,Panthers,83
2021,Week 10,Cardinals,83
2021,Week 10,Vikings,86
2021,Week 10,Chargers,86
2021,Week 10,Eagles,64
2021,Week 10,Broncos,64
2021,Week 10,Seahawks,37
2021,Week 10,Packers,37
2021,Week 10,Chiefs,77
2021,Week 10,Raiders,77
2021,Week 10,Rams,62
2021,Week 10,49ers,62
2021,Week 11,Patriots,59
2021,Week 11,Falcons,59
2021,Week 11,Colts,45
2021,Week 11,Bills,45
2021,Week 11,Ravens,46
2021,Week 11,Bears,46
2021,Week 11,Lions,44
2021,Week 11,Browns,44
2021,Week 11,Texans,56
2021,Week 11,Titans,56
2021,Week 11,Packers,33
2021,Week 11,Vikings,33
2021,Week 11,Dolphins,52
2021,Week 11,Jets,52
2021,Week 11,Saints,50
2021,Week 11,Eagles,50
2021,Week 11,Washington,54
2021,Week 11,Panthers,54
2021,Week 11,49ers,65
2021,Week 11,Jaguars,65
2021,Week 11,Bengals,62
2021,Week 11,Raiders,62
2021,Week 11,Cowboys,56
2021,Week 11,Chiefs,56
2021,Week 11,Cardinals,46
2021,Week 11,Seahawks,46
2021,Week 11,Steelers,83
2021,Week 11,Chargers,83
2021,Week 11,Giants,67
2021,Week 11,Buccaneers,67
2021,Week 12,Bears,43
2021,Week 12,Lions,43
2021,Week 12,Raiders,58
2021,Week 12,Cowboys,58
2021,Week 12,Bills,73
2021,Week 12,Saints,73
2021,Week 12,Steelers,42
2021,Week 12,Bengals,42
2021,Week 12,Buccaneers,39
2021,Week 12,Colts,39
2021,Week 12,Panthers,75
2021,Week 12,Dolphins,75
2021,Week 12,Titans,37
2021,Week 12,Patriots,37
2021,Week 12,Eagles,37
2021,Week 12,Giants,37
2021,Week 12,Falcons,60
2021,Week 12,Jaguars,60
2021,Week 12,Jets,56
2021,Week 12,Texans,56
2021,Week 12,Chargers,64
2021,Week 12,Broncos,64
2021,Week 12,Rams,34
2021,Week 12,Packers,34
2021,Week 12,Vikings,66
2021,Week 12,49ers,66
2021,Week 12,Browns,44
2021,Week 12,Ravens,44
2021,Week 12,Seahawks,37
2021,Week 12,Washington,37
2021,Week 13,Cowboys,70
2021,Week 13,Saints,70
2021,Week 13,Buccaneers,60
2021,Week 13,Falcons,60
2021,Week 13,Cardinals,35
2021,Week 13,Bears,35
2021,Week 13,Chargers,46
2021,Week 13,Bengals,46
2021,Week 13,Vikings,37
2021,Week 13,Lions,37
2021,Week 13,Broncos,56
2021,Week 13,Chiefs,56
2021,Week 13,Giants,80
2021,Week 13,Dolphins,80
2021,Week 13,Eagles,45
2021,Week 13,Jets,45
2021,Week 13,Colts,75
2021,Week 13,Texans,75
2021,Week 13,Washington,70
2021,Week 13,Raiders,70
2021,Week 13,Jaguars,61
2021,Week 13,Rams,61
2021,Week 13,Ravens,50
2021,Week 13,Steelers,50
2021,Week 13,49ers,39
2021,Week 13,Seahawks,39
2021,Week 13,Patriots,30
2021,Week 13,Bills,30
2021,Week 14,Steelers,33
2021,Week 14,Vikings,33
2021,Week 14,49ers,43
2021,Week 14,Bengals,43
2021,Week 14,Ravens,45
2021,Week 14,Browns,45
2021,Week 14,Jaguars,42
2021,Week 14,Titans,42
2021,Week 14,Raiders,46
2021,Week 14,Chiefs,46
2021,Week 14,Saints,46
2021,Week 14,Jets,46
2021,Week 14,Cowboys,45
2021,Week 14,Washington,45
2021,Week 14,Falcons,48
2021,Week 14,Panthers,48
2021,Week 14,Seahawks,50
2021,Week 14,Texans,50
2021,Week 14,Lions,60
2021,Week 14,Broncos,60
2021,Week 14,Giants,64
2021,Week 14,Chargers,64
2021,Week 14,Bills,81
2021,Week 14,Buccaneers,81
2021,Week 14,Bears,32
2021,Week 14,Packers,32
2021,Week 14,Rams,68
2021,Week 14,Cardinals,68
2021,Week 15,Chiefs,54
2021,Week 15,Chargers,54
2021,Week 15,Patriots,37
2021,Week 15,Colts,37
2021,Week 15,Panthers,24
2021,Week 15,Bills,24
2021,Week 15,Jets,81
2021,Week 15,Dolphins,81
2021,Week 15,Cardinals,28
2021,Week 15,Lions,28
2021,Week 15,Cowboys,38
2021,Week 15,Giants,38
2021,Week 15,Titans,33
2021,Week 15,Steelers,33
2021,Week 15,Texans,76
2021,Week 15,Jaguars,76
2021,Week 15,Packers,42
2021,Week 15,Ravens,42
2021,Week 15,Bengals,60
2021,Week 15,Broncos,60
2021,Week 15,Falcons,46
2021,Week 15,49ers,46
2021,Week 15,Saints,73
2021,Week 15,Buccaneers,73
2021,Week 15,Raiders,42
2021,Week 15,Browns,42
2021,Week 15,Vikings,36
2021,Week 15,Bears,36
2021,Week 15,Washington,40
2021,Week 15,Eagles,40
2021,Week 15,Seahawks,65
2021,Week 15,Rams,65
2021,Week 16,49ers,49
2021,Week 16,Titans,49
2021,Week 16,Browns,34
2021,Week 16,Packers,34
2021,Week 16,Colts,60
2021,Week 16,Cardinals,60
2021,Week 16,Lions,69
2021,Week 16,Falcons,69
2021,Week 16,Ravens,48
2021,Week 16,Bengals,48
2021,Week 16,Rams,20
2021,Week 16,Vikings,20
2021,Week 16,Bills,38
2021,Week 16,Patriots,38
2021,Week 16,Jaguars,47
2021,Week 16,Jets,47
2021,Week 16,Giants,51
2021,Week 16,Eagles,51
2021,Week 16,Buccaneers,69
2021,Week 16,Panthers,69
2021,Week 16,Chargers,73
2021,Week 16,Texans,73
2021,Week 16,Bears,25
2021,Week 16,Seahawks,25
2021,Week 16,Steelers,55
2021,Week 16,Chiefs,55
2021,Week 16,Broncos,52
2021,Week 16,Raiders,52
2021,Week 16,Washington,73
2021,Week 16,Cowboys,73
2021,Week 16,Dolphins,74
2021,Week 16,Saints,74
2021,Wild Card,Raiders,32
2021,Wild Card,Bengals,32
2021,Wild Card,Patriots,4
2021,Wild Card,Bills,4
2021,Wild Card,Eagles,64
2021,Wild Card,Buccaneers,64
2021,Wild Card,49ers,51
2021,Wild Card,Cowboys,51
2021,Wild Card,Steelers,29
2021,Wild Card,Chiefs,29
2021,Wild Card,Cardinals,63
2021,Wild Card,Rams,63
2021,Divisional Round,Bengals,34
2021,Divisional Round,Titans,34
2021,Divisional Round,49ers,13
2021,Divisional Round,Packers,13
2021,Divisional Round,Rams,54
2021,Divisional Round,Buccaneers,54
2021,Divisional Round,Bills,35
2021,Divisional Round,Chiefs,35
2021,Conference Championship,Chiefs,73
2021,Conference Championship,Eagles,73
2021,Super Bowl,Rams,82
2021,Super Bowl,Bengals,82
2022,Week 1,Bills,91
2022,Week 1,Rams,91
2022,Week 1,Saints,78
2022,Week 1,Falcons,78
2022,Week 1,49ers,68
2022,Week 1,Bears,68
2022,Week 1,Steelers,75
2022,Week 1,Bengals,75
2022,Week 1,Eagles,74
2022,Week 1,Lions,74
2022,Week 1,Patriots,90
2022,Week 1,Dolphins,90
2022,Week 1,Ravens,74
2022,Week 1,Jets,74
2022,Week 1,Jaguars,74
2022,Week 1,Washington,74
2022,Week 1,Browns,80
2022,Week 1,Panthers,80
2022,Week 1,Colts,88
2022,Week 1,Texans,88
2022,Week 1,Giants,78
2022,Week 1,Titans,78
2022,Week 1,Packers,72
2022,Week 1,Vikings,72
2022,Week 1,Chiefs,97
2022,Week 1,Cardinals,97
2022,Week 1,Raiders,86
2022,Week 1,Chargers,86
2022,Week 1,Buccaneers,82
2022,Week 1,Cowboys,82
2022,Week 1,Broncos,75
2022,Week 1,Seahawks,75
2022,Week 2,Chargers,79
2022,Week 2,Chiefs,79
2022,Week 2,Jets,81
2022,Week 2,Browns,81
2022,Week 2,Washington,81
2022,Week 2,Lions,81
2022,Week 2,Buccaneers,86
2022,Week 2,Saints,86
2022,Week 2,Panthers,79
2022,Week 2,Giants,79
2022,Week 2,Patriots,79
2022,Week 2,Steelers,79
2022,Week 2,Colts,81
2022,Week 2,Jaguars,81
2022,Week 2,Dolphins,81
2022,Week 2,Ravens,81
2022,Week 2,Falcons,74
2022,Week 2,Rams,74
2022,Week 2,Seahawks,68
2022,Week 2,49ers,68
2022,Week 2,Bengals,93
2022,Week 2,Cowboys,93
2022,Week 2,Texans,80
2022,Week 2,Broncos,80
2022,Week 2,Cardinals,90
2022,Week 2,Raiders,90
2022,Week 2,Bears,72
2022,Week 2,Packers,72
2022,Week 2,Titans,66
2022,Week 2,Bills,66
2022,Week 2,Vikings,74
2022,Week 2,Eagles,74
2022,Week 3,Steelers,60
2022,Week 3,Browns,60
2022,Week 3,Texans,65
2022,Week 3,Bears,65
2022,Week 3,Raiders,77
2022,Week 3,Titans,77
2022,Week 3,Chiefs,68
2022,Week 3,Colts,68
2022,Week 3,Bills,88
2022,Week 3,Dolphins,88
2022,Week 3,Lions,66
2022,Week 3,Vikings,66
2022,Week 3,Ravens,67
2022,Week 3,Patriots,67
2022,Week 3,Bengals,70
2022,Week 3,Jets,70
2022,Week 3,Eagles,75
2022,Week 3,Washington,75
2022,Week 3,Saints,68
2022,Week 3,Panthers,68
2022,Week 3,Jaguars,82
2022,Week 3,Chargers,82
2022,Week 3,Rams,102
2022,Week 3,Cardinals,102
2022,Week 3,Falcons,72
2022,Week 3,Seahawks,72
2022,Week 3,Packers,89
2022,Week 3,Buccaneers,89
2022,Week 3,49ers,73
2022,Week 3,Broncos,73
2022,Week 3,Cowboys,66
2022,Week 3,Giants,66
2022,Week 4,Dolphins,58
2022,Week 4,Bengals,58
2022,Week 4,Vikings,64
2022,Week 4,Saints,64
2022,Week 4,Browns,69
2022,Week 4,Falcons,69
2022,Week 4,Washington,76
2022,Week 4,Cowboys,76
2022,Week 4,Seahawks,60
2022,Week 4,Lions,60
2022,Week 4,Titans,65
2022,Week 4,Colts,65
2022,Week 4,Bears,57
2022,Week 4,Giants,57
2022,Week 4,Jaguars,55
2022,Week 4,Eagles,55
2022,Week 4,Jets,57
2022,Week 4,Steelers,57
2022,Week 4,Bills,57
2022,Week 4,Ravens,57
2022,Week 4,Chargers,78
2022,Week 4,Texans,78
2022,Week 4,Cardinals,64
2022,Week 4,Panthers,64
2022,Week 4,Patriots,62
2022,Week 4,Packers,62
2022,Week 4,Broncos,88
2022,Week 4,Raiders,88
2022,Week 4,Chiefs,75
2022,Week 4,Buccaneers,75
2022,Week 4,Rams,70
2022,Week 4,49ers,70
2022,Week 5,Colts,70
2022,Week 5,Broncos,70
2022,Week 5,Giants,62
2022,Week 5,Packers,62
2022,Week 5,Steelers,53
2022,Week 5,Bills,53
2022,Week 5,Chargers,60
2022,Week 5,Browns,60
2022,Week 5,Bears,61
2022,Week 5,Vikings,61
2022,Week 5,Lions,59
2022,Week 5,Patriots,59
2022,Week 5,Seahawks,73
2022,Week 5,Saints,73
2022,Week 5,Dolphins,61
2022,Week 5,Jets,61
2022,Week 5,Falcons,84
2022,Week 5,Buccaneers,84
2022,Week 5,Titans,62
2022,Week 5,Washington,62
2022,Week 5,Texans,81
2022,Week 5,Jaguars,81
2022,Week 5,49ers,65
2022,Week 5,Panthers,65
2022,Week 5,Cowboys,74
2022,Week 5,Rams,74
2022,Week 5,Eagles,87
2022,Week 5,Cardinals,87
2022,Week 5,Bengals,54
2022,Week 5,Ravens,54
2022,Week 5,Raiders,72
2022,Week 5,Chiefs,72
